Code_x;Parent_x;NUTS-Code_x;Description_x;Code_y;Parent_y;NUTS-Code_y;Description_y
18540;18490.0;ISZ;Extra-Regio NUTS 1;18550;18540.0;ISZZ;Extra-Regio NUTS 2
18580;18570.0;LI0;Liechtenstein;18590;18580.0;LI00;Liechtenstein
18610;18570.0;LIZ;Extra-Regio NUTS 1;18620;18610.0;LIZZ;Extra-Regio NUTS 2
18650;18640.0;NO0;Norge;18660;18650.0;NO02;Innlandet
18650;18640.0;NO0;Norge;18680;18650.0;NO06;Trøndelag
18650;18640.0;NO0;Norge;18700;18650.0;NO07;Nord-Norge
18650;18640.0;NO0;Norge;18730;18650.0;NO08;Oslo og Viken
18650;18640.0;NO0;Norge;18760;18650.0;NO09;Agder og Sør-Østlandet
18650;18640.0;NO0;Norge;18790;18650.0;NO0A;Vestlandet
18650;18640.0;NO0;Norge;18850;18650.0;NO0B;Jan Mayen and Svalbard
18910;18640.0;NOZ;Extra-Regio NUTS 1;18920;18910.0;NOZZ;Extra-Regio NUTS 2
18950;18940.0;CH0;Schweiz/Suisse/Svizzera;18960;18950.0;CH01;Région lémanique
18950;18940.0;CH0;Schweiz/Suisse/Svizzera;19000;18950.0;CH02;Espace Mittelland
18950;18940.0;CH0;Schweiz/Suisse/Svizzera;19060;18950.0;CH03;Nordwestschweiz
18950;18940.0;CH0;Schweiz/Suisse/Svizzera;19100;18950.0;CH04;Zürich
18950;18940.0;CH0;Schweiz/Suisse/Svizzera;19120;18950.0;CH05;Ostschweiz
18950;18940.0;CH0;Schweiz/Suisse/Svizzera;19200;18950.0;CH06;Zentralschweiz
18950;18940.0;CH0;Schweiz/Suisse/Svizzera;19270;18950.0;CH07;Ticino
19290;18940.0;CHZ;Extra-Regio NUTS 1;19300;19290.0;CHZZ;Extra-Regio NUTS 2
19330;19320.0;ME0;Црна Гора (Crna Gora);19340;19330.0;ME00;Црна Гора (Crna Gora)
19360;19320.0;MEZ;Extra-Regio NUTS 1;19370;19360.0;MEZZ;Extra-Regio NUTS 2
19400;19390.0;MK0;Северна Македонија (Severna Makedonija);19410;19400.0;MK00;Северна Македонија (Severna Makedonija)
19500;19390.0;MKZ;Extra-Regio NUTS 1;19510;19500.0;MKZZ;Extra-Regio NUTS 2
19540;19530.0;AL0;Shqipëria;19550;19540.0;AL01;Veri
19540;19530.0;AL0;Shqipëria;19610;19540.0;AL02;Qender
19540;19530.0;AL0;Shqipëria;19640;19540.0;AL03;Jug
19700;19530.0;ALZ;Extra-Regio NUTS 1;19710;19700.0;ALZZ;Extra-Regio NUTS 2
19740;19730.0;RS1;Србија - север (Serbia - Sever);19750;19740.0;RS11;Београдски регион (Beogradski region)
19740;19730.0;RS1;Србија - север (Serbia - Sever);19770;19740.0;RS12;Регион Војводине (Region Vojvodine)
19850;19730.0;RS2;Србија - jуг (Serbia - jug);19860;19850.0;RS21;Регион Шумадије и Западне Србије (Region Šumadije i Zapadne Srbije)
19850;19730.0;RS2;Србија - jуг (Serbia - jug);19950;19850.0;RS22;Регион Јужне и Источне Србије (Region Južne i Istočne Srbije)
20050;19730.0;RSZ;Extra-Regio NUTS 1;20060;20050.0;RSZZ;Extra-Regio NUTS 2
20090;20080.0;TR1;İstanbul;20100;20090.0;TR10;İstanbul
20120;20080.0;TR2;Batı Marmara;20130;20120.0;TR21;Tekirdağ, Edirne, Kırklareli
20120;20080.0;TR2;Batı Marmara;20170;20120.0;TR22;Balıkesir, Çanakkale
20200;20080.0;TR3;Ege;20210;20200.0;TR31;İzmir
20200;20080.0;TR3;Ege;20230;20200.0;TR32;Aydın, Denizli, Muğla
20200;20080.0;TR3;Ege;20270;20200.0;TR33;Manisa, Afyonkarahisar, Kütahya, Uşak
20320;20080.0;TR4;Doğu Marmara;20330;20320.0;TR41;Bursa, Eskişehir, Bilecik
20320;20080.0;TR4;Doğu Marmara;20370;20320.0;TR42;Kocaeli, Sakarya, Düzce, Bolu, Yalova
20430;20080.0;TR5;Batı Anadolu;20440;20430.0;TR51;Ankara
20430;20080.0;TR5;Batı Anadolu;20460;20430.0;TR52;Konya, Karaman
20490;20080.0;TR6;Akdeniz;20500;20490.0;TR61;Antalya, Isparta, Burdur
20490;20080.0;TR6;Akdeniz;20540;20490.0;TR62;Adana, Mersin
20490;20080.0;TR6;Akdeniz;20570;20490.0;TR63;Hatay, Kahramanmaraş, Osmaniye
20610;20080.0;TR7;Orta Anadolu;20620;20610.0;TR71;Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir
20610;20080.0;TR7;Orta Anadolu;20680;20610.0;TR72;Kayseri, Sivas, Yozgat
20720;20080.0;TR8;Batı Karadeniz;20730;20720.0;TR81;Zonguldak, Karabük, Bartın
20720;20080.0;TR8;Batı Karadeniz;20770;20720.0;TR82;Kastamonu, Çankırı, Sinop
20720;20080.0;TR8;Batı Karadeniz;20810;20720.0;TR83;Samsun, Tokat, Çorum, Amasya
20860;20080.0;TR9;Doğu Karadeniz;20870;20860.0;TR90;Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane
20940;20080.0;TRA;Kuzeydoğu Anadolu;20950;20940.0;TRA1;Erzurum, Erzincan, Bayburt
20940;20080.0;TRA;Kuzeydoğu Anadolu;20990;20940.0;TRA2;Ağrı, Kars, Iğdır, Ardahan
21040;20080.0;TRB;Ortadoğu Anadolu;21050;21040.0;TRB1;Malatya, Elazığ, Bingöl, Tunceli
21040;20080.0;TRB;Ortadoğu Anadolu;21100;21040.0;TRB2;Van, Muş, Bitlis, Hakkari
21150;20080.0;TRC;Güneydoğu Anadolu;21160;21150.0;TRC1;Gaziantep, Adıyaman, Kilis
21150;20080.0;TRC;Güneydoğu Anadolu;21200;21150.0;TRC2;Şanlıurfa, Diyarbakır
21150;20080.0;TRC;Güneydoğu Anadolu;21230;21150.0;TRC3;Mardin, Batman, Şırnak, Siirt
21280;20080.0;TRZ;Extra-Regio NUTS 1;21290;21280.0;TRZZ;Extra-Regio NUTS 2
